report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,lev_money_positions_long,lev_money_positions_short,asset_mgr_positions_long,asset_mgr_positions_short,dealer_positions_long_all,dealer_positions_short_all,other_rept_positions_long,other_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all
2006-12-19T00:00:00.000,098662,USD INDEX,30678,16701,19267,0,473,8695,424,284,2772,851,3595
2006-12-19T00:00:00.000,099741,EURO FX,194079,78431,8431,21012,8960,20276,140555,7350,2152,62558,29529
2006-12-19T00:00:00.000,112741,NZ DOLLAR,22440,17812,1263,1570,0,833,19205,277,1103,1621,542
2006-12-19T00:00:00.000,232741,AUSTRALIAN DOLLAR,129934,94063,500,2112,4401,863,115843,1480,2460,30376,5690
2006-12-26T00:00:00.000,090741,CANADIAN DOLLAR,136963,17361,78597,4668,12713,81473,12253,7033,2592,24053,28433
2006-12-26T00:00:00.000,092741,SWISS FRANC,57050,18910,29063,0,1033,19205,15032,1671,0,16909,11567
2006-12-26T00:00:00.000,096742,BRITISH POUND,140289,87399,10645,5060,6158,10867,106334,2333,2553,33327,13296
2006-12-26T00:00:00.000,097741,JAPANESE YEN,262764,20693,155930,28953,10169,161704,54728,7206,3041,40448,35136
2006-12-26T00:00:00.000,098662,USD INDEX,29824,16187,18525,0,454,8361,424,284,2833,868,3464
2006-12-26T00:00:00.000,099741,EURO FX,186755,70848,10888,21622,8318,20597,135572,6949,1233,61609,25614
2006-12-26T00:00:00.000,112741,NZ DOLLAR,21961,17203,1134,1433,0,954,18818,103,935,1826,632
2006-12-26T00:00:00.000,232741,AUSTRALIAN DOLLAR,128732,91962,1011,2756,4401,1322,114725,2743,1693,29241,6194
2007-01-03T00:00:00.000,090741,CANADIAN DOLLAR,148644,17298,87168,4685,13362,87735,11490,8170,2610,26893,30151
2007-01-03T00:00:00.000,092741,SWISS FRANC,64732,9767,34180,0,1059,38346,16124,950,953,15195,11942
2007-01-03T00:00:00.000,096742,BRITISH POUND,137217,79303,11423,4308,6960,15221,97166,1263,2595,35508,17459
2007-01-03T00:00:00.000,097741,JAPANESE YEN,280541,20368,166215,29681,11375,176309,55948,7994,3994,41669,38489
2007-01-03T00:00:00.000,098662,USD INDEX,28542,16124,17065,0,556,7893,1473,297,2735,779,3264
2007-01-03T00:00:00.000,099741,EURO FX,189612,64339,11520,23001,8283,24784,128658,7894,3671,63713,31599
2007-01-03T00:00:00.000,112741,NZ DOLLAR,22855,17452,2325,1468,0,1289,18377,278,650,1907,1042
2007-01-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,132225,93560,1038,4431,4401,1804,115699,2196,2636,29757,7974
2007-01-09T00:00:00.000,090741,CANADIAN DOLLAR,155922,13936,94854,4844,13531,96607,10892,8575,2542,28165,30308
2007-01-09T00:00:00.000,092741,SWISS FRANC,80925,5302,47617,0,1059,60751,16504,1602,0,12795,15270
2007-01-09T00:00:00.000,096742,BRITISH POUND,132731,69775,10334,4032,8039,18517,90274,3725,2220,35326,20508
2007-01-09T00:00:00.000,097741,JAPANESE YEN,287999,11244,170384,30960,11777,183627,55251,8013,3770,48303,40965
2007-01-09T00:00:00.000,098662,USD INDEX,25856,14360,13186,0,510,6567,3503,365,2562,1034,2565
2007-01-09T00:00:00.000,099741,EURO FX,183293,57696,10102,23768,7399,27982,125844,7447,2715,60487,31320
2007-01-09T00:00:00.000,112741,NZ DOLLAR,20440,13472,1422,1289,0,2324,16639,740,650,1857,971
2007-01-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,116268,59948,4693,4722,4405,20081,92411,2147,3072,26676,8993
2007-01-16T00:00:00.000,090741,CANADIAN DOLLAR,152438,13138,90077,4870,13731,94249,11205,7780,4019,28348,29353
2007-01-16T00:00:00.000,092741,SWISS FRANC,83803,3210,47824,0,1059,67455,13180,1166,827,11333,20274
2007-01-16T00:00:00.000,096742,BRITISH POUND,150691,93692,10801,3371,9746,12236,104852,2526,2993,37631,21064
2007-01-16T00:00:00.000,097741,JAPANESE YEN,308740,12730,187432,32400,13639,207270,55133,6916,4931,44572,42753
2007-01-16T00:00:00.000,098662,USD INDEX,21111,12206,8124,0,471,3489,4401,633,2503,1712,2541
2007-01-16T00:00:00.000,099741,EURO FX,164594,34131,9659,24147,7145,25869,97534,9231,2682,63758,40116
2007-01-16T00:00:00.000,112741,NZ DOLLAR,19988,12346,1038,1164,0,2565,16103,891,680,1783,928
2007-01-16T00:00:00.000,232741,AUSTRALIAN DOLLAR,121645,70505,1426,4934,5317,13766,100492,796,2408,30610,10968
2007-01-23T00:00:00.000,090741,CANADIAN DOLLAR,152395,13692,88807,5111,14811,91828,13154,8037,2627,29810,29079
2007-01-23T00:00:00.000,092741,SWISS FRANC,83065,3813,47748,0,1089,68163,14259,450,810,9840,18360
2007-01-23T00:00:00.000,096742,BRITISH POUND,163961,107489,10543,3608,13022,11270,116567,2295,2271,38612,20871
2007-01-23T00:00:00.000,097741,JAPANESE YEN,344998,14922,200690,29348,15219,219404,53554,7580,5861,44598,40528
2007-01-23T00:00:00.000,098662,USD INDEX,21969,13137,8903,0,431,3424,4683,706,2391,1622,2481
2007-01-23T00:00:00.000,099741,EURO FX,169518,41113,10734,24846,8935,30043,101383,10014,4543,55255,35676
2007-01-23T00:00:00.000,112741,NZ DOLLAR,18687,9827,569,1189,120,3871,15247,347,787,2492,1003
2007-01-23T00:00:00.000,232741,AUSTRALIAN DOLLAR,127566,83391,3358,5375,6229,7079,105358,1282,2638,29469,9013
2007-01-30T00:00:00.000,090741,CANADIAN DOLLAR,146376,13777,81244,5076,14930,85978,13372,8245,2890,28461,29101
2007-01-30T00:00:00.000,092741,SWISS FRANC,99642,5595,62274,0,1574,81905,13773,450,1812,9987,18504
2007-01-30T00:00:00.000,096742,BRITISH POUND,146660,86079,11447,3722,14092,18436,94877,1046,2800,36126,22193
2007-01-30T00:00:00.000,097741,JAPANESE YEN,344070,16803,192246,30524,15312,217372,62887,6781,6268,44130,38897
2007-01-30T00:00:00.000,098662,USD INDEX,22227,15081,7437,0,450,1993,6436,496,2515,1831,2563
2007-01-30T00:00:00.000,099741,EURO FX,174218,47316,14363,24310,9489,35253,103255,7174,2669,53135,37412
2007-01-30T00:00:00.000,112741,NZ DOLLAR,18000,7053,0,1441,245,6348,15056,465,809,1753,950
2007-01-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,116294,65490,2346,4865,6472,15420,90203,573,2649,26464,11142
2007-02-06T00:00:00.000,090741,CANADIAN DOLLAR,154591,12373,84889,5059,15838,90615,17017,8952,2817,32033,28471
2007-02-06T00:00:00.000,092741,SWISS FRANC,93536,6862,52217,0,1630,74242,18553,1370,2017,9359,17416
2007-02-06T00:00:00.000,096742,BRITISH POUND,162238,105450,12810,2638,14600,16313,108185,491,3665,35166,20798
2007-02-06T00:00:00.000,097741,JAPANESE YEN,314920,15107,151754,29992,15944,191810,74181,6950,7630,41842,36192
2007-02-06T00:00:00.000,098662,USD INDEX,24626,16930,9823,0,472,2725,6307,410,2407,1414,2470
2007-02-06T00:00:00.000,099741,EURO FX,182666,36900,18984,23095,10499,54127,107886,6564,3619,54569,34267
2007-02-06T00:00:00.000,112741,NZ DOLLAR,18326,8122,0,1600,358,5792,15451,0,648,1961,1018
2007-02-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,117781,66444,7203,4655,6155,18196,87564,1567,2045,22873,10768
2007-02-13T00:00:00.000,090741,CANADIAN DOLLAR,140722,13967,63934,5110,15952,78440,21877,7880,3862,29666,29438
2007-02-13T00:00:00.000,092741,SWISS FRANC,107988,4494,68572,0,1583,91652,15951,450,573,9912,19829
2007-02-13T00:00:00.000,096742,BRITISH POUND,150695,58076,17382,2770,14820,48866,87168,1810,3673,35326,23805
2007-02-13T00:00:00.000,097741,JAPANESE YEN,361809,20488,188858,30319,17075,227940,80619,7040,7118,47191,39308
2007-02-13T00:00:00.000,098662,USD INDEX,25207,16842,9101,51,362,2900,7445,294,2560,1956,2575
2007-02-13T00:00:00.000,099741,EURO FX,187086,64685,15011,22484,11690,31170,121569,8665,1061,53662,31335
2007-02-13T00:00:00.000,112741,NZ DOLLAR,19219,10383,0,1682,566,4491,15822,0,1024,1947,1091
2007-02-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,115145,66426,1094,4745,6405,14702,89372,1682,3199,24320,11805
2007-02-20T00:00:00.000,090741,CANADIAN DOLLAR,141561,13537,68667,5223,16472,79944,19694,7147,2861,30210,28367
2007-02-20T00:00:00.000,092741,SWISS FRANC,100274,4989,61184,0,1839,79924,18675,450,933,13485,16217
2007-02-20T00:00:00.000,096742,BRITISH POUND,147702,65878,13084,2799,15200,42094,89341,491,4279,33615,22973
2007-02-20T00:00:00.000,097741,JAPANESE YEN,332216,18359,138408,30061,16509,187329,97661,8018,4753,49699,36135
2007-02-20T00:00:00.000,098662,USD INDEX,29787,17907,15531,105,362,6466,4681,476,2547,1365,3198
2007-02-20T00:00:00.000,099741,EURO FX,202370,73637,10136,23451,11783,31706,141691,12032,1426,55060,30850
2007-02-20T00:00:00.000,112741,NZ DOLLAR,21969,13665,761,1774,647,3306,17752,100,895,2366,1156
2007-02-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,123639,73481,3851,4787,6405,13283,95149,740,2816,27474,11544
2007-02-27T00:00:00.000,090741,CANADIAN DOLLAR,137776,10336,59860,5330,16265,77765,24935,8477,2888,30518,28478
2007-02-27T00:00:00.000,092741,SWISS FRANC,103378,11601,57607,0,1839,69951,24503,1306,1286,19230,16853
2007-02-27T00:00:00.000,096742,BRITISH POUND,160234,82508,15835,2817,16409,29864,95083,2491,5343,38965,23975
2007-02-27T00:00:00.000,097741,JAPANESE YEN,328295,18325,132380,32391,17565,180648,94428,7534,6459,49723,37789
2007-02-27T00:00:00.000,098662,USD INDEX,32784,18821,18723,0,525,9130,3666,375,2664,998,3746
2007-02-27T00:00:00.000,099741,EURO FX,221471,82058,12322,22824,12190,34300,154035,12134,1791,61749,32727
2007-02-27T00:00:00.000,112741,NZ DOLLAR,22779,14408,366,2031,749,2899,18725,0,593,2558,1463
2007-02-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,140036,87951,4302,4317,6579,10683,110965,2169,2478,31137,11933
2007-03-06T00:00:00.000,090741,CANADIAN DOLLAR,156871,11698,82586,5385,13367,96465,24120,9258,4988,28643,26388
2007-03-06T00:00:00.000,092741,SWISS FRANC,83320,11896,34864,0,1053,49341,31990,1306,0,17739,12375
2007-03-06T00:00:00.000,096742,BRITISH POUND,152524,49875,23582,1177,15010,59584,80093,5073,5308,29100,20816
2007-03-06T00:00:00.000,097741,JAPANESE YEN,278491,15465,66715,27687,13955,140588,106407,4416,7967,40448,33560
2007-03-06T00:00:00.000,098662,USD INDEX,29328,16518,17311,0,743,8509,2151,110,2612,1103,3423
2007-03-06T00:00:00.000,099741,EURO FX,201319,66258,10419,21562,14269,39705,135997,8074,2071,54986,27829
2007-03-06T00:00:00.000,112741,NZ DOLLAR,21159,11706,0,1740,775,4099,17144,457,566,2182,1699
2007-03-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,120959,43390,15551,2676,6424,41394,80615,4485,3067,24452,10740
2007-03-13T00:00:00.000,090741,CANADIAN DOLLAR,159619,9912,78522,5590,12872,93306,22828,10680,3747,26820,28339
2007-03-13T00:00:00.000,092741,SWISS FRANC,88190,9633,36269,0,1053,48785,27542,2517,803,17299,12567
2007-03-13T00:00:00.000,096742,BRITISH POUND,160560,37633,26236,2234,14911,74398,78557,3465,5546,29000,21480
2007-03-13T00:00:00.000,097741,JAPANESE YEN,281602,26176,61711,28627,14569,126437,113637,5708,7648,52373,41756
2007-03-13T00:00:00.000,098662,USD INDEX,34213,12556,13294,0,765,8422,2068,55,2691,1158,3373
2007-03-13T00:00:00.000,099741,EURO FX,216699,71773,8119,21951,13614,33003,133661,6689,5260,56911,29673
2007-03-13T00:00:00.000,112741,NZ DOLLAR,23442,11681,549,1940,936,5007,16882,0,708,1937,1490
2007-03-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,132184,48768,4712,3009,6510,37419,86046,3,4106,24170,11995
2007-03-20T00:00:00.000,090741,CANADIAN DOLLAR,161700,18209,67018,5665,13405,86189,20468,7005,2684,25900,39393
2007-03-20T00:00:00.000,092741,SWISS FRANC,53302,13158,29297,0,450,16406,6265,1877,2000,20961,14390
2007-03-20T00:00:00.000,096742,BRITISH POUND,111646,65551,14661,1694,16004,13120,54107,2454,5225,27381,20203
2007-03-20T00:00:00.000,097741,JAPANESE YEN,176550,21950,69167,25400,14209,65104,43396,5256,6236,42036,26738
2007-03-20T00:00:00.000,098662,USD INDEX,28672,12922,17097,0,918,10481,117,51,2738,670,3254
2007-03-20T00:00:00.000,099741,EURO FX,182591,72699,7062,21388,15684,18587,124051,8213,2865,57108,28333
2007-03-20T00:00:00.000,112741,NZ DOLLAR,23099,16876,1924,2006,916,2087,17023,100,1076,1558,1688
2007-03-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,104097,68811,4962,2982,7673,1979,74642,990,4037,27027,10475
2007-03-27T00:00:00.000,090741,CANADIAN DOLLAR,114484,17010,49748,5626,13009,53231,19065,7956,1896,26932,27037
2007-03-27T00:00:00.000,092741,SWISS FRANC,52720,15088,30795,0,990,15898,5138,2717,3000,17021,10801
2007-03-27T00:00:00.000,096742,BRITISH POUND,111802,61246,15475,2554,15967,13851,57618,1624,3266,30716,17665
2007-03-27T00:00:00.000,097741,JAPANESE YEN,204073,19310,80922,26533,14961,97443,53527,5347,7957,37883,29149
2007-03-27T00:00:00.000,098662,USD INDEX,28790,12395,17100,0,882,11120,146,109,2634,917,3779
2007-03-27T00:00:00.000,099741,EURO FX,192918,81280,12474,21354,14441,17305,123473,10347,4951,56479,31426
2007-03-27T00:00:00.000,112741,NZ DOLLAR,27611,20700,2814,2489,910,1557,19873,100,968,1770,2051
2007-03-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,120220,84064,2082,3616,7673,2201,94527,1897,3349,26870,11017
2007-04-03T00:00:00.000,090741,CANADIAN DOLLAR,113096,13995,45057,5650,13048,52203,24509,7592,1890,29556,24492
2007-04-03T00:00:00.000,092741,SWISS FRANC,57666,8814,34691,0,977,28329,9400,1877,0,17878,11830
2007-04-03T00:00:00.000,096742,BRITISH POUND,122932,72222,14391,2436,15967,13501,65342,460,2677,31087,21329
2007-04-03T00:00:00.000,097741,JAPANESE YEN,221748,25109,92494,26478,15178,103357,55555,7181,3299,41714,37313
2007-04-03T00:00:00.000,098662,USD INDEX,30160,13129,18319,0,903,11755,546,118,2744,1124,3614
2007-04-03T00:00:00.000,099741,EURO FX,198368,86207,10320,21884,14089,15047,133618,8955,4001,61004,31069
2007-04-03T00:00:00.000,112741,NZ DOLLAR,27025,19949,2747,2501,898,1604,19996,200,617,1752,1748
2007-04-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,121869,81760,1610,4921,7673,3423,94422,1632,4835,28317,11513
2007-04-10T00:00:00.000,090741,CANADIAN DOLLAR,110266,15518,33038,5619,9804,45613,32926,8962,3304,28395,25035
2007-04-10T00:00:00.000,092741,SWISS FRANC,58718,11596,35826,0,977,32264,8391,450,494,13413,12035
2007-04-10T00:00:00.000,096742,BRITISH POUND,120468,68865,20071,1890,16945,16256,57486,1287,722,28102,21176
2007-04-10T00:00:00.000,097741,JAPANESE YEN,230370,24995,100865,26670,14895,108678,54240,7012,3229,43034,37160
2007-04-10T00:00:00.000,098662,USD INDEX,31100,13624,18981,0,840,11927,546,96,2594,1405,4091
2007-04-10T00:00:00.000,099741,EURO FX,212087,94986,10360,23721,16081,14408,139714,9884,2622,61695,35917
2007-04-10T00:00:00.000,112741,NZ DOLLAR,25383,17873,1736,2360,879,2008,20090,100,488,2399,1547
2007-04-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,117562,75062,1810,5526,8052,3331,87852,909,3588,30607,14133
2007-04-17T00:00:00.000,090741,CANADIAN DOLLAR,114610,17815,34437,5481,9237,45842,37780,8346,1918,29827,23939
2007-04-17T00:00:00.000,092741,SWISS FRANC,67565,15454,39325,0,977,32641,13387,1647,1118,16585,11520
2007-04-17T00:00:00.000,096742,BRITISH POUND,134953,81747,16403,1853,20340,14080,66093,549,1983,32251,25661
2007-04-17T00:00:00.000,097741,JAPANESE YEN,234796,23259,107317,30752,14921,109945,46024,5186,3959,39941,36862
2007-04-17T00:00:00.000,098662,USD INDEX,33602,15228,21329,0,741,12812,557,246,2684,1225,4200
2007-04-17T00:00:00.000,099741,EURO FX,217447,93752,12723,24546,16095,14808,144378,12894,1988,64702,35518
2007-04-17T00:00:00.000,112741,NZ DOLLAR,28672,20688,1494,2286,817,1752,23040,240,738,2702,1579
2007-04-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,123468,84400,6496,4528,8023,3079,89452,485,5246,29505,12780
2007-04-24T00:00:00.000,090741,CANADIAN DOLLAR,121786,31430,29005,5717,9413,35986,46922,7951,3699,31344,23389
2007-04-24T00:00:00.000,092741,SWISS FRANC,77956,20745,41873,0,977,34152,18515,2117,1053,18209,12805
2007-04-24T00:00:00.000,096742,BRITISH POUND,148006,96293,17555,2365,21885,11862,78028,164,2724,32274,22766
2007-04-24T00:00:00.000,097741,JAPANESE YEN,235531,21726,111157,30150,16822,114982,44181,4090,4627,38579,32740
2007-04-24T00:00:00.000,098662,USD INDEX,39208,16953,27201,0,762,16160,593,495,2633,1459,3878
2007-04-24T00:00:00.000,099741,EURO FX,232312,103806,18369,26217,16617,13913,146600,12467,2916,67364,39265
2007-04-24T00:00:00.000,112741,NZ DOLLAR,28091,19318,201,2276,631,1841,23315,560,1250,3106,1704
2007-04-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,123137,76414,4085,5046,8309,6220,90165,3599,6317,30615,13018
2007-05-01T00:00:00.000,090741,CANADIAN DOLLAR,138029,44698,33031,5795,9636,36348,56618,7327,4504,33182,23561
2007-05-01T00:00:00.000,092741,SWISS FRANC,79989,15811,45240,0,1712,44235,18062,860,0,16334,12226
2007-05-01T00:00:00.000,096742,BRITISH POUND,144051,89656,18752,1749,24341,11185,69426,2302,3528,33011,21856
2007-05-01T00:00:00.000,097741,JAPANESE YEN,279868,20664,154128,28853,17421,153525,37291,5914,8643,42721,34194
2007-05-01T00:00:00.000,098662,USD INDEX,40972,15967,29023,0,759,18528,593,748,2614,1634,3888
2007-05-01T00:00:00.000,099741,EURO FX,235249,101484,15739,29074,17842,13622,148257,13606,4447,67391,38892
2007-05-01T00:00:00.000,112741,NZ DOLLAR,25253,15335,157,2494,521,3651,21949,512,635,2884,1614
2007-05-01T00:00:00.000,232741,AUSTRALIAN DOLLAR,107911,63429,5964,5087,8309,5773,75467,2967,3605,28596,12507
2007-05-08T00:00:00.000,090741,CANADIAN DOLLAR,146311,58065,34145,6196,10003,32845,60259,5471,5817,31837,24190
2007-05-08T00:00:00.000,092741,SWISS FRANC,81736,14058,45189,0,1632,49617,17869,450,0,14687,14122
2007-05-08T00:00:00.000,096742,BRITISH POUND,134140,78644,16590,1787,21774,11964,66807,2682,3602,33027,19331
2007-05-08T00:00:00.000,097741,JAPANESE YEN,284780,23128,153192,28381,17881,159114,41615,4926,9304,41494,35051
2007-05-08T00:00:00.000,098662,USD INDEX,36084,11449,24663,0,747,17610,604,928,2549,971,2395
2007-05-08T00:00:00.000,099741,EURO FX,223364,96771,16830,29348,17948,14975,136753,10034,4352,60551,35796
2007-05-08T00:00:00.000,112741,NZ DOLLAR,23617,13361,158,2400,516,3893,20532,654,530,2950,1522
2007-05-08T00:00:00.000,232741,AUSTRALIAN DOLLAR,114679,72508,6342,5132,8751,6165,79207,1544,3506,26423,13966
2007-05-15T00:00:00.000,090741,CANADIAN DOLLAR,168888,75138,26103,6257,10308,36561,90264,5406,6237,34581,25031
2007-05-15T00:00:00.000,092741,SWISS FRANC,81328,14461,46352,0,1718,52001,13392,450,2907,12080,14623
2007-05-15T00:00:00.000,096742,BRITISH POUND,126092,64016,20847,1800,22567,25325,52993,1020,4077,29016,20693
2007-05-15T00:00:00.000,097741,JAPANESE YEN,297263,19800,165839,29694,19712,168881,39748,5339,8074,44958,35299
2007-05-15T00:00:00.000,098662,USD INDEX,34833,9648,23699,0,761,17688,604,1352,2377,2027,3274
2007-05-15T00:00:00.000,099741,EURO FX,236773,112640,19139,29014,18672,15451,146857,10280,4721,58771,36767
2007-05-15T00:00:00.000,112741,NZ DOLLAR,26331,17135,158,2379,477,3534,22679,0,859,2800,1675
2007-05-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,114784,75273,5757,5116,9367,4950,81093,1610,5053,26113,11792
2007-05-22T00:00:00.000,090741,CANADIAN DOLLAR,172032,76885,30772,6308,9650,34577,87212,4846,4574,34621,25029
2007-05-22T00:00:00.000,092741,SWISS FRANC,100303,10313,69159,0,1987,76903,6344,450,1834,11087,19429
2007-05-22T00:00:00.000,096742,BRITISH POUND,122261,58397,17038,1689,22418,23156,54465,2549,3007,30173,19036
2007-05-22T00:00:00.000,097741,JAPANESE YEN,326431,25267,192825,29291,20245,191604,36178,5676,7987,42538,37141
2007-05-22T00:00:00.000,098662,USD INDEX,30861,6898,19732,0,741,16698,666,746,2553,2281,2931
2007-05-22T00:00:00.000,099741,EURO FX,218897,90284,21496,30417,18707,24300,123418,8504,4474,53046,38456
2007-05-22T00:00:00.000,112741,NZ DOLLAR,24381,14078,158,2320,461,4363,21283,641,590,2714,1624
2007-05-22T00:00:00.000,232741,AUSTRALIAN DOLLAR,103300,55601,15269,5168,9367,11288,59071,1961,4429,25787,11669
2007-05-29T00:00:00.000,090741,CANADIAN DOLLAR,186775,88336,25041,6212,9034,32918,105873,5168,5154,38985,26517
2007-05-29T00:00:00.000,092741,SWISS FRANC,97517,7514,62103,0,2130,76864,7332,450,2779,10910,21394
2007-05-29T00:00:00.000,096742,BRITISH POUND,129528,73074,15646,2193,20329,12741,63068,4308,6053,31898,19118
2007-05-29T00:00:00.000,097741,JAPANESE YEN,319048,23819,184088,27287,20850,186240,36746,6397,8883,43830,37006
2007-05-29T00:00:00.000,098662,USD INDEX,31076,7303,20109,0,667,16390,681,989,2515,2066,2776
2007-05-29T00:00:00.000,099741,EURO FX,213871,87434,18099,30718,18763,22226,126941,7295,5262,56153,34761
2007-05-29T00:00:00.000,112741,NZ DOLLAR,23796,12570,158,2569,460,5333,20644,387,618,2485,1464
2007-05-29T00:00:00.000,232741,AUSTRALIAN DOLLAR,97790,49861,17667,5511,9367,13953,50969,469,3879,24724,12636
2007-06-05T00:00:00.000,090741,CANADIAN DOLLAR,184722,77639,29961,7607,7681,34266,95619,7430,2638,35972,27015
2007-06-05T00:00:00.000,092741,SWISS FRANC,99547,8076,66786,0,3089,78241,6662,450,1370,11196,20056
2007-06-05T00:00:00.000,096742,BRITISH POUND,142314,85475,15176,1548,21389,11592,72663,4135,6513,33413,20422
2007-06-05T00:00:00.000,097741,JAPANESE YEN,311288,27920,168057,28957,21292,165415,40444,6350,10838,46581,34592
2007-06-05T00:00:00.000,098662,USD INDEX,27472,6539,17021,0,733,14953,732,675,2499,1828,3010
2007-06-05T00:00:00.000,099741,EURO FX,214948,81534,19823,31279,18400,24388,117006,7190,7657,59381,40886
2007-06-05T00:00:00.000,112741,NZ DOLLAR,27528,17005,423,2761,448,4472,23448,0,994,2489,1414
2007-06-05T00:00:00.000,232741,AUSTRALIAN DOLLAR,122120,77977,3457,5367,9367,6536,90339,462,5278,30017,11918
2007-06-12T00:00:00.000,090741,CANADIAN DOLLAR,232090,86548,28664,8422,6689,34421,107709,8662,2233,33673,26431
2007-06-12T00:00:00.000,092741,SWISS FRANC,155140,4548,84007,0,4058,101665,8116,450,1704,11862,20640
2007-06-12T00:00:00.000,096742,BRITISH POUND,133395,60512,11703,1929,19040,18175,52159,3017,6206,26427,20952
2007-06-12T00:00:00.000,097741,JAPANESE YEN,380532,25322,165969,30382,20860,154954,35845,7997,7391,50620,39210
2007-06-12T00:00:00.000,098662,USD INDEX,27553,4561,14254,0,719,12713,702,818,2489,2681,2609
2007-06-12T00:00:00.000,099741,EURO FX,227892,55536,34942,30020,17739,42410,92571,6722,8002,60186,41620
2007-06-12T00:00:00.000,112741,NZ DOLLAR,55629,23361,1037,3288,414,2678,28828,593,837,3020,1824
2007-06-12T00:00:00.000,232741,AUSTRALIAN DOLLAR,157047,82522,12296,5391,9367,9423,93079,489,5488,34828,12423
2007-06-19T00:00:00.000,090741,CANADIAN DOLLAR,243351,83602,25934,6939,5689,35112,89085,8187,2402,32206,42936
2007-06-19T00:00:00.000,092741,SWISS FRANC,110556,2866,79216,0,4184,98270,2650,965,2001,8276,22326
2007-06-19T00:00:00.000,096742,BRITISH POUND,133035,90346,11009,1879,20406,8755,75153,3770,6847,26798,18133
2007-06-19T00:00:00.000,097741,JAPANESE YEN,310083,42301,180307,31722,22108,175068,46304,6850,7253,37041,37010
2007-06-19T00:00:00.000,098662,USD INDEX,18675,9244,9086,0,699,2328,830,675,1958,2394,2068
2007-06-19T00:00:00.000,099741,EURO FX,183775,51998,31803,28810,16176,42331,90337,5794,9877,50130,30870
2007-06-19T00:00:00.000,112741,NZ DOLLAR,41113,21807,0,3820,414,11220,37221,509,727,2800,1794
2007-06-19T00:00:00.000,232741,AUSTRALIAN DOLLAR,115118,75095,5070,5276,9925,1794,83621,0,6063,31175,8661
2007-06-26T00:00:00.000,090741,CANADIAN DOLLAR,139879,75900,16702,6818,5165,14324,88466,6755,2659,30651,21456
2007-06-26T00:00:00.000,092741,SWISS FRANC,101945,10662,60823,452,4206,78636,7571,965,1141,7748,24722
2007-06-26T00:00:00.000,096742,BRITISH POUND,159791,117128,6384,1558,21421,7421,106243,1260,5024,30550,18845
