report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2024-11-26T00:00:00.000,090741,CANADIAN DOLLAR,322420,21281,175283,259420,100850,31209,35777
2024-11-26T00:00:00.000,092741,SWISS FRANC,86500,4458,44134,72660,17956,9270,24298
2024-11-26T00:00:00.000,096742,BRITISH POUND,239062,98459,76825,108932,121718,22563,31411
2024-11-26T00:00:00.000,097741,JAPANESE YEN,253566,87597,110230,122885,99595,39946,40603
2024-11-26T00:00:00.000,098662,USD INDEX,37797,22960,25759,9463,7304,3722,3082
2024-11-26T00:00:00.000,099741,EURO FX,665553,156334,212343,401183,368756,78896,55314
2024-11-26T00:00:00.000,112741,NZ DOLLAR,79001,21408,45789,53098,25211,3340,6846
2024-11-26T00:00:00.000,232741,AUSTRALIAN DOLLAR,185533,88694,56918,67173,94631,23426,27744
2024-12-03T00:00:00.000,090741,CANADIAN DOLLAR,324325,21696,181042,261571,96066,31609,37768
2024-12-03T00:00:00.000,092741,SWISS FRANC,85247,4874,45968,70719,17368,9565,21822
2024-12-03T00:00:00.000,096742,BRITISH POUND,243504,98056,78730,114068,123063,23219,33550
2024-12-03T00:00:00.000,097741,JAPANESE YEN,256849,93622,91288,111171,111335,39431,41601
2024-12-03T00:00:00.000,098662,USD INDEX,37510,21903,24957,9563,7762,4009,2756
2024-12-03T00:00:00.000,099741,EURO FX,675059,167693,225182,401120,366644,77569,54556
2024-12-03T00:00:00.000,112741,NZ DOLLAR,80220,21213,44521,53338,27608,3446,5868
2024-12-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,190247,86699,65298,71206,93492,25601,24716
2024-12-10T00:00:00.000,090741,CANADIAN DOLLAR,408181,29034,210588,333506,137570,30191,44573
2024-12-10T00:00:00.000,092741,SWISS FRANC,109379,4796,39788,89188,36879,8877,26194
2024-12-10T00:00:00.000,096742,BRITISH POUND,311725,102763,75638,162912,184816,26568,31789
2024-12-10T00:00:00.000,097741,JAPANESE YEN,274834,97938,72186,117775,142373,36894,38048
2024-12-10T00:00:00.000,098662,USD INDEX,40825,22883,26107,10986,9046,4052,2768
2024-12-10T00:00:00.000,099741,EURO FX,727276,157375,232948,452311,397595,84363,63506
2024-12-10T00:00:00.000,112741,NZ DOLLAR,98096,19605,47812,69879,38032,3520,7160
2024-12-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,239026,88751,80266,111884,112619,26561,34311
2024-12-17T00:00:00.000,090741,CANADIAN DOLLAR,485592,19170,201225,430972,235515,28710,42112
2024-12-17T00:00:00.000,092741,SWISS FRANC,85631,16872,38672,61407,21028,6853,25432
2024-12-17T00:00:00.000,096742,BRITISH POUND,187135,88265,66618,71728,87986,24964,30353
2024-12-17T00:00:00.000,097741,JAPANESE YEN,181673,87208,81247,57107,60208,34688,37548
2024-12-17T00:00:00.000,098662,USD INDEX,41281,25145,19504,10353,17702,3753,2045
2024-12-17T00:00:00.000,099741,EURO FX,584000,152671,218566,340837,292748,72006,54200
2024-12-17T00:00:00.000,112741,NZ DOLLAR,80998,9370,51877,68108,21785,2967,6783
2024-12-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,172661,32929,94460,111276,40177,21997,31565
2024-12-24T00:00:00.000,090741,CANADIAN DOLLAR,345942,13502,190222,299476,111079,27426,39103
2024-12-24T00:00:00.000,092741,SWISS FRANC,85954,12518,40900,66746,20364,6196,24196
2024-12-24T00:00:00.000,096742,BRITISH POUND,188844,84558,65235,76000,88844,25928,32407
2024-12-24T00:00:00.000,097741,JAPANESE YEN,200720,95958,93647,68898,65215,34105,40099
2024-12-24T00:00:00.000,098662,USD INDEX,44472,28539,22047,10263,18562,4014,2207
2024-12-24T00:00:00.000,099741,EURO FX,597583,159471,227978,346341,291227,70773,57380
2024-12-24T00:00:00.000,112741,NZ DOLLAR,84775,10244,56261,71001,21754,2990,6220
2024-12-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,177789,31414,99584,117514,39314,23162,33192
2024-12-31T00:00:00.000,090741,CANADIAN DOLLAR,353686,20884,196592,299876,110756,26886,40298
2024-12-31T00:00:00.000,092741,SWISS FRANC,89129,10507,43320,68624,20529,8511,23793
2024-12-31T00:00:00.000,096742,BRITISH POUND,188879,86202,65367,74237,88489,24856,31439
2024-12-31T00:00:00.000,097741,JAPANESE YEN,206971,96119,104562,71016,61414,35222,36381
2024-12-31T00:00:00.000,098662,USD INDEX,42976,26598,19721,11020,19251,3943,2589
2024-12-31T00:00:00.000,099741,EURO FX,609159,168806,238370,344668,293607,73479,54976
2024-12-31T00:00:00.000,112741,NZ DOLLAR,88125,12766,61081,71830,20318,3067,6264
2024-12-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,182872,35248,106659,116636,38137,24327,31415
2025-01-07T00:00:00.000,090741,CANADIAN DOLLAR,357210,19114,197703,303241,110774,27806,41684
2025-01-07T00:00:00.000,092741,SWISS FRANC,91244,7868,45756,75552,21108,7351,23907
2025-01-07T00:00:00.000,096742,BRITISH POUND,188770,81343,66837,78373,84096,25328,34111
2025-01-07T00:00:00.000,097741,JAPANESE YEN,212456,91206,111395,76577,56293,38992,39087
2025-01-07T00:00:00.000,098662,USD INDEX,44874,27958,19313,11121,21279,3968,2455
2025-01-07T00:00:00.000,099741,EURO FX,603187,166503,230627,335373,290369,76649,57529
2025-01-07T00:00:00.000,112741,NZ DOLLAR,92127,10439,65063,77759,20666,3278,5747
2025-01-07T00:00:00.000,232741,AUSTRALIAN DOLLAR,197764,33116,106549,133477,50470,23643,33217
2025-01-14T00:00:00.000,090741,CANADIAN DOLLAR,350363,23031,190184,292957,111476,27533,41861
2025-01-14T00:00:00.000,092741,SWISS FRANC,94045,7557,46258,78690,22347,7316,24958
2025-01-14T00:00:00.000,096742,BRITISH POUND,200826,80557,80119,94313,79328,21817,37240
2025-01-14T00:00:00.000,097741,JAPANESE YEN,223952,91434,120845,88113,57090,40268,41880
2025-01-14T00:00:00.000,098662,USD INDEX,45758,29512,16783,10978,25266,4033,2474
2025-01-14T00:00:00.000,099741,EURO FX,604225,162760,223157,341025,292688,72682,60622
2025-01-14T00:00:00.000,112741,NZ DOLLAR,92053,10921,63010,77144,22500,3632,6187
2025-01-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,192020,26135,103766,134239,46942,23314,32980
2025-01-21T00:00:00.000,090741,CANADIAN DOLLAR,331635,19503,170290,278535,115457,27246,39537
2025-01-21T00:00:00.000,092741,SWISS FRANC,96356,6526,48363,81160,23402,8255,24176
2025-01-21T00:00:00.000,096742,BRITISH POUND,212688,75696,83953,111968,83219,21903,42395
2025-01-21T00:00:00.000,097741,JAPANESE YEN,211620,94157,108830,68868,60039,43642,37798
2025-01-21T00:00:00.000,098662,USD INDEX,45714,28811,13939,11247,27767,4133,2485
2025-01-21T00:00:00.000,099741,EURO FX,609492,167665,230151,338719,294424,75560,57369
2025-01-21T00:00:00.000,112741,NZ DOLLAR,90600,8938,60161,77776,23935,3551,6169
2025-01-21T00:00:00.000,232741,AUSTRALIAN DOLLAR,190211,31179,102475,127375,47576,24195,32698
2025-01-28T00:00:00.000,090741,CANADIAN DOLLAR,331109,21219,168820,276259,113289,26467,41836
2025-01-28T00:00:00.000,092741,SWISS FRANC,97264,4996,47996,83473,28023,8491,20941
2025-01-28T00:00:00.000,096742,BRITISH POUND,206821,59331,81003,121421,82067,21081,38763
2025-01-28T00:00:00.000,097741,JAPANESE YEN,216788,96809,97768,68683,75420,44173,36477
2025-01-28T00:00:00.000,098662,USD INDEX,40991,25372,11172,10484,25590,3888,2982
2025-01-28T00:00:00.000,099741,EURO FX,618908,153660,220264,354830,313235,75982,50973
2025-01-28T00:00:00.000,112741,NZ DOLLAR,83969,7898,54929,72468,22817,3201,5821
2025-01-28T00:00:00.000,232741,AUSTRALIAN DOLLAR,192011,32196,104027,129574,50573,23866,31036
2025-02-04T00:00:00.000,090741,CANADIAN DOLLAR,346984,20421,180865,293323,122481,25707,36105
2025-02-04T00:00:00.000,092741,SWISS FRANC,97931,5242,47500,83873,28570,8424,21469
2025-02-04T00:00:00.000,096742,BRITISH POUND,204644,65442,76765,111619,86590,22951,36657
2025-02-04T00:00:00.000,097741,JAPANESE YEN,231911,104684,85916,70418,101101,49277,37362
2025-02-04T00:00:00.000,098662,USD INDEX,39705,25203,10664,9630,25544,3885,2510
2025-02-04T00:00:00.000,099741,EURO FX,616623,162554,221168,348354,311883,74337,52194
2025-02-04T00:00:00.000,112741,NZ DOLLAR,83998,8327,57417,71989,20314,3459,6044
2025-02-04T00:00:00.000,232741,AUSTRALIAN DOLLAR,204869,35330,110639,139494,55993,22568,30760
2025-02-11T00:00:00.000,090741,CANADIAN DOLLAR,326849,17911,168745,275360,112763,25075,36838
2025-02-11T00:00:00.000,092741,SWISS FRANC,98159,5553,44298,82536,28779,9859,24871
2025-02-11T00:00:00.000,096742,BRITISH POUND,208138,69087,72255,105189,88709,24316,37628
2025-02-11T00:00:00.000,097741,JAPANESE YEN,273314,144158,89543,73890,142044,49809,36270
2025-02-11T00:00:00.000,098662,USD INDEX,39291,26261,10965,8459,24882,3546,2419
2025-02-11T00:00:00.000,099741,EURO FX,622873,165594,230019,352514,312540,76243,51792
2025-02-11T00:00:00.000,112741,NZ DOLLAR,87118,11218,60554,71567,20169,4103,6165
2025-02-11T00:00:00.000,232741,AUSTRALIAN DOLLAR,196295,40368,105953,123991,53547,26941,31800
2025-02-18T00:00:00.000,090741,CANADIAN DOLLAR,323195,21276,165919,266233,115021,26645,33214
2025-02-18T00:00:00.000,092741,SWISS FRANC,97878,7047,45406,81921,30416,8807,21953
2025-02-18T00:00:00.000,096742,BRITISH POUND,203370,73564,74143,100001,89204,24129,34347
2025-02-18T00:00:00.000,097741,JAPANESE YEN,281163,147566,86997,84001,154194,43985,34361
2025-02-18T00:00:00.000,098662,USD INDEX,38459,26729,9961,7275,24332,3161,2872
2025-02-18T00:00:00.000,099741,EURO FX,638024,170320,221740,361239,335044,75697,50472
2025-02-18T00:00:00.000,112741,NZ DOLLAR,89366,13048,65211,71887,18055,3718,5387
2025-02-18T00:00:00.000,232741,AUSTRALIAN DOLLAR,189686,46918,103641,110010,49657,25863,29493
2025-02-25T00:00:00.000,090741,CANADIAN DOLLAR,319493,20523,158429,261075,118254,27768,32683
2025-02-25T00:00:00.000,092741,SWISS FRANC,97178,5019,44479,81861,31092,10235,21544
2025-02-25T00:00:00.000,096742,BRITISH POUND,200468,74089,69626,95277,89091,24992,35641
2025-02-25T00:00:00.000,097741,JAPANESE YEN,329186,171751,75771,93060,202005,45737,32772
2025-02-25T00:00:00.000,098662,USD INDEX,38062,25906,10174,6543,22404,2808,2679
2025-02-25T00:00:00.000,099741,EURO FX,658684,182699,208124,362477,363117,78634,52569
2025-02-25T00:00:00.000,112741,NZ DOLLAR,90322,13628,67337,72094,17050,3958,5293
2025-02-25T00:00:00.000,232741,AUSTRALIAN DOLLAR,185971,50873,96453,105108,52776,24241,30993
2025-03-04T00:00:00.000,090741,CANADIAN DOLLAR,340218,22175,165945,270391,115411,24406,35616
2025-03-04T00:00:00.000,092741,SWISS FRANC,97021,5572,43347,78617,30546,11964,22260
2025-03-04T00:00:00.000,096742,BRITISH POUND,200634,81866,63292,81410,95120,27706,32570
2025-03-04T00:00:00.000,097741,JAPANESE YEN,354415,183955,50304,102081,248000,45054,32786
2025-03-04T00:00:00.000,098662,USD INDEX,39075,27785,13047,6675,21723,2886,2576
2025-03-04T00:00:00.000,099741,EURO FX,683819,185223,195329,376930,396189,83321,53956
2025-03-04T00:00:00.000,112741,NZ DOLLAR,99433,17843,73608,77550,18940,3282,6127
2025-03-04T00:00:00.000,232741,AUSTRALIAN DOLLAR,202272,55151,103384,111644,54615,24680,33476
2025-03-11T00:00:00.000,090741,CANADIAN DOLLAR,339922,19197,161607,276951,120803,26850,40588
2025-03-11T00:00:00.000,092741,SWISS FRANC,100493,5129,42086,79595,37354,13232,18516
2025-03-11T00:00:00.000,096742,BRITISH POUND,248457,94786,65593,92023,124384,41071,37903
2025-03-11T00:00:00.000,097741,JAPANESE YEN,446178,176790,42888,178522,327791,59045,43678
2025-03-11T00:00:00.000,098662,USD INDEX,39865,27969,11134,4684,21967,2856,2408
2025-03-11T00:00:00.000,099741,EURO FX,729760,188647,175557,394505,442352,100166,65409
2025-03-11T00:00:00.000,112741,NZ DOLLAR,117627,16282,69213,94892,39566,3553,5948
2025-03-11T00:00:00.000,232741,AUSTRALIAN DOLLAR,258738,52171,100397,163521,108120,32037,39212
2025-03-18T00:00:00.000,090741,CANADIAN DOLLAR,347932,18089,154671,300798,153639,24334,34911
2025-03-18T00:00:00.000,092741,SWISS FRANC,80057,4087,38462,65157,22132,10615,19265
2025-03-18T00:00:00.000,096742,BRITISH POUND,180841,95941,66539,48822,87566,33403,24061
2025-03-18T00:00:00.000,097741,JAPANESE YEN,296567,164752,41788,80456,217232,46056,32244
2025-03-18T00:00:00.000,098662,USD INDEX,29600,23657,16469,1403,8143,2214,2662
2025-03-18T00:00:00.000,099741,EURO FX,652620,188952,129527,359417,451777,82523,49588
2025-03-18T00:00:00.000,112741,NZ DOLLAR,84543,15954,56398,64529,22638,3794,5241
2025-03-18T00:00:00.000,232741,AUSTRALIAN DOLLAR,180546,27628,98077,117162,46203,26057,26567
2025-03-25T00:00:00.000,090741,CANADIAN DOLLAR,281126,17948,147482,234774,94578,24617,35279
2025-03-25T00:00:00.000,092741,SWISS FRANC,85731,4178,41771,70830,24728,10519,19028
2025-03-25T00:00:00.000,096742,BRITISH POUND,191212,109016,64733,48843,99525,32226,25827
2025-03-25T00:00:00.000,097741,JAPANESE YEN,303778,160474,35098,92999,228739,44965,34601
2025-03-25T00:00:00.000,098662,USD INDEX,29219,22699,15231,1385,9330,2953,2476
2025-03-25T00:00:00.000,099741,EURO FX,672875,189796,124271,375753,476069,81743,46952
2025-03-25T00:00:00.000,112741,NZ DOLLAR,82270,13435,55002,64617,21752,4082,5380
2025-03-25T00:00:00.000,232741,AUSTRALIAN DOLLAR,180087,28124,105570,119381,37052,23317,28200
2025-04-01T00:00:00.000,090741,CANADIAN DOLLAR,278330,17606,147622,233760,90442,23892,37194
2025-04-01T00:00:00.000,092741,SWISS FRANC,89248,4143,46907,74797,25028,10177,17182
2025-04-01T00:00:00.000,096742,BRITISH POUND,187160,104986,70360,50320,89110,30248,26084
2025-04-01T00:00:00.000,097741,JAPANESE YEN,311162,161566,39792,96971,235518,48102,31329
2025-04-01T00:00:00.000,098662,USD INDEX,29279,23640,16599,1340,7737,2164,2808
2025-04-01T00:00:00.000,099741,EURO FX,670827,183247,131412,379419,462291,80132,49095
2025-04-01T00:00:00.000,112741,NZ DOLLAR,81797,11164,56212,66892,19999,3613,5458
2025-04-01T00:00:00.000,232741,AUSTRALIAN DOLLAR,182766,26211,102074,119373,40221,24740,28029
2025-04-08T00:00:00.000,090741,CANADIAN DOLLAR,258263,16029,135270,218923,89463,20529,30748
2025-04-08T00:00:00.000,092741,SWISS FRANC,76433,4348,34625,60872,23072,10659,18182
2025-04-08T00:00:00.000,096742,BRITISH POUND,176910,91733,74423,59719,75514,24131,25646
2025-04-08T00:00:00.000,097741,JAPANESE YEN,320758,176555,29488,99659,261328,39600,24998
2025-04-08T00:00:00.000,098662,USD INDEX,22770,15487,12574,3580,6181,2479,2791
2025-04-08T00:00:00.000,099741,EURO FX,697776,190296,130316,401858,492274,80668,50232
2025-04-08T00:00:00.000,112741,NZ DOLLAR,72109,7935,47087,61022,19730,2947,5087
2025-04-08T00:00:00.000,232741,AUSTRALIAN DOLLAR,194476,28493,91793,127546,57341,25334,32239
2025-04-15T00:00:00.000,090741,CANADIAN DOLLAR,249484,18265,102125,206811,116668,22676,28959
2025-04-15T00:00:00.000,092741,SWISS FRANC,73479,5280,33864,55617,23877,12419,15575
2025-04-15T00:00:00.000,096742,BRITISH POUND,177006,85708,79199,61721,71210,28689,25709
2025-04-15T00:00:00.000,097741,JAPANESE YEN,338849,198560,26705,96118,286463,42198,23708
2025-04-15T00:00:00.000,098662,USD INDEX,27224,15722,13894,7352,8722,2796,3254
2025-04-15T00:00:00.000,099741,EURO FX,708122,197103,127823,394996,512911,92871,44236
2025-04-15T00:00:00.000,112741,NZ DOLLAR,66702,8761,41839,54047,19524,3353,4798
2025-04-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,178747,19740,78588,123729,59997,21897,26781
2025-04-22T00:00:00.000,090741,CANADIAN DOLLAR,249643,18357,85524,205325,132152,23821,29827
2025-04-22T00:00:00.000,092741,SWISS FRANC,72891,5322,30796,54226,27484,13198,14466
2025-04-22T00:00:00.000,096742,BRITISH POUND,179555,94021,73531,54477,79916,29322,24373
2025-04-22T00:00:00.000,097741,JAPANESE YEN,351226,202373,24559,100299,301221,44643,21535
2025-04-22T00:00:00.000,098662,USD INDEX,32880,18696,19670,9286,7301,2951,3962
2025-04-22T00:00:00.000,099741,EURO FX,719232,196205,131177,401257,519198,96353,43440
2025-04-22T00:00:00.000,112741,NZ DOLLAR,62689,9897,36792,48333,20884,3948,4502
2025-04-22T00:00:00.000,232741,AUSTRALIAN DOLLAR,190798,27175,81757,125583,75153,24156,20004
2025-04-29T00:00:00.000,090741,CANADIAN DOLLAR,249257,16046,83251,208156,132834,22693,30810
2025-04-29T00:00:00.000,092741,SWISS FRANC,71949,5567,29881,53620,28356,12562,13512
2025-04-29T00:00:00.000,096742,BRITISH POUND,192312,91064,67105,55263,84986,31474,25710
2025-04-29T00:00:00.000,097741,JAPANESE YEN,366246,202797,23585,104910,306807,44388,21703
2025-04-29T00:00:00.000,098662,USD INDEX,32830,19093,19542,9388,7840,2515,3614
2025-04-29T00:00:00.000,099741,EURO FX,730212,196388,120591,401746,533257,97376,41662
2025-04-29T00:00:00.000,112741,NZ DOLLAR,63075,12170,33693,46070,24768,4201,3980
2025-04-29T00:00:00.000,232741,AUSTRALIAN DOLLAR,184804,26602,76545,123079,74276,22967,21827
2025-05-06T00:00:00.000,090741,CANADIAN DOLLAR,255101,16677,87322,209571,133102,24048,29872
2025-05-06T00:00:00.000,092741,SWISS FRANC,70578,5558,29132,52272,27840,12634,13492
2025-05-06T00:00:00.000,096742,BRITISH POUND,200214,94384,65149,57797,92533,31693,26192
2025-05-06T00:00:00.000,097741,JAPANESE YEN,375546,204008,27149,105878,306490,44435,20682
2025-05-06T00:00:00.000,098662,USD INDEX,35412,21251,22359,9682,7196,2559,3937
2025-05-06T00:00:00.000,099741,EURO FX,737013,194192,118473,405535,536874,97040,41420
2025-05-06T00:00:00.000,112741,NZ DOLLAR,60509,10188,33323,45115,22285,4533,4228
2025-05-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,183057,26243,74615,121539,71826,22896,24237
2025-05-13T00:00:00.000,090741,CANADIAN DOLLAR,262803,23250,105406,212802,120907,21276,31015
2025-05-13T00:00:00.000,092741,SWISS FRANC,73088,7443,30512,51006,28007,14560,14490
2025-05-13T00:00:00.000,096742,BRITISH POUND,194861,89540,62324,55836,87895,32765,27922
2025-05-13T00:00:00.000,097741,JAPANESE YEN,359521,194226,21958,101140,286031,40015,27392
2025-05-13T00:00:00.000,098662,USD INDEX,27982,15539,16154,7680,6613,2849,3301
2025-05-13T00:00:00.000,099741,EURO FX,750906,209549,124775,406660,540942,94529,45021
2025-05-13T00:00:00.000,112741,NZ DOLLAR,60757,10207,32819,45320,23204,4303,3807
2025-05-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,180460,25507,74853,119964,69081,21268,22805
2025-05-20T00:00:00.000,090741,CANADIAN DOLLAR,266748,22629,126490,216736,103754,22213,31334
2025-05-20T00:00:00.000,092741,SWISS FRANC,73133,7632,31399,51871,26573,13558,15089
2025-05-20T00:00:00.000,096742,BRITISH POUND,195326,88144,64151,57675,91492,33168,23344
2025-05-20T00:00:00.000,097741,JAPANESE YEN,366865,194510,27180,102102,283123,38497,24806
2025-05-20T00:00:00.000,098662,USD INDEX,30189,17583,18129,8369,6499,2252,3576
2025-05-20T00:00:00.000,099741,EURO FX,759249,206042,131589,423456,550286,94072,41695
2025-05-20T00:00:00.000,112741,NZ DOLLAR,61056,9981,33633,46591,22331,3626,4234
2025-05-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,177853,20997,80074,121279,61743,20781,21240
2025-05-27T00:00:00.000,090741,CANADIAN DOLLAR,263232,20418,124316,212692,107690,25181,26285
2025-05-27T00:00:00.000,092741,SWISS FRANC,73781,5789,31272,52826,27372,14117,14088
2025-05-27T00:00:00.000,096742,BRITISH POUND,202990,102391,67012,59033,105900,36723,25235
2025-05-27T00:00:00.000,097741,JAPANESE YEN,377011,191802,27790,101750,285448,41934,22248
2025-05-27T00:00:00.000,098662,USD INDEX,30979,18406,18492,8331,6844,2194,3595
2025-05-27T00:00:00.000,099741,EURO FX,760471,204326,124852,427966,559867,95278,42851
2025-05-27T00:00:00.000,112741,NZ DOLLAR,59262,9093,33479,45071,20703,4226,4208
2025-05-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,179292,21572,82752,119718,63303,23517,18752
2025-06-03T00:00:00.000,090741,CANADIAN DOLLAR,270041,18667,127113,214704,104079,23967,26146
2025-06-03T00:00:00.000,092741,SWISS FRANC,81322,7145,33211,51879,25995,15409,15227
2025-06-03T00:00:00.000,096742,BRITISH POUND,233601,103672,68457,74588,123553,36963,23213
2025-06-03T00:00:00.000,097741,JAPANESE YEN,366008,189514,38365,100151,275659,44497,20138
2025-06-03T00:00:00.000,098662,USD INDEX,28007,15748,15131,8021,7053,2123,3708
2025-06-03T00:00:00.000,099741,EURO FX,781284,202786,120022,437677,575962,100625,45104
2025-06-03T00:00:00.000,112741,NZ DOLLAR,67925,9531,33205,51514,27913,4419,4346
2025-06-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,202595,23969,87124,130735,69540,23307,21347
2025-06-10T00:00:00.000,090741,CANADIAN DOLLAR,288477,19651,112794,223285,132078,27489,25553
2025-06-10T00:00:00.000,092741,SWISS FRANC,86928,9240,30508,54331,34489,16806,15380
2025-06-10T00:00:00.000,096742,BRITISH POUND,213940,111076,59442,60665,121227,36199,27271
2025-06-10T00:00:00.000,097741,JAPANESE YEN,388263,184195,39600,132044,301121,54124,29642
2025-06-10T00:00:00.000,098662,USD INDEX,30659,17027,15625,7344,7379,2345,3712
2025-06-10T00:00:00.000,099741,EURO FX,810517,208754,115729,449157,600413,102489,44258
2025-06-10T00:00:00.000,112741,NZ DOLLAR,78867,9312,30547,58294,37511,4562,4110
2025-06-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,224272,23997,93941,153541,89771,26785,20611
2025-06-17T00:00:00.000,090741,CANADIAN DOLLAR,294801,28154,94487,225119,163264,28113,23635
2025-06-17T00:00:00.000,092741,SWISS FRANC,67383,7857,27913,43793,24627,15712,14822
2025-06-17T00:00:00.000,096742,BRITISH POUND,177026,106282,63425,35707,87770,33837,24631
2025-06-17T00:00:00.000,097741,JAPANESE YEN,317523,175601,44724,94915,243088,43251,25955
2025-06-17T00:00:00.000,098662,USD INDEX,30721,13215,16183,11976,7863,2988,4133
2025-06-17T00:00:00.000,099741,EURO FX,755861,220811,119258,414729,575750,97815,38347
2025-06-17T00:00:00.000,112741,NZ DOLLAR,47833,14571,15844,24250,24110,4273,3140
2025-06-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,147471,21194,90584,94487,29107,25046,21036
2025-06-24T00:00:00.000,090741,CANADIAN DOLLAR,201194,25267,78434,135776,85346,27452,24715
2025-06-24T00:00:00.000,092741,SWISS FRANC,69488,8184,29128,45702,24934,15449,15273
2025-06-24T00:00:00.000,096742,BRITISH POUND,179898,99848,65453,43166,87201,35906,26266
2025-06-24T00:00:00.000,097741,JAPANESE YEN,314767,178403,46126,92034,239744,40462,25029
2025-06-24T00:00:00.000,098662,USD INDEX,31225,13283,19317,12617,5869,2840,3554
2025-06-24T00:00:00.000,099741,EURO FX,762607,223791,112656,417363,581664,94870,41704
2025-06-24T00:00:00.000,112741,NZ DOLLAR,44217,18619,15849,17004,20881,4355,3248
2025-06-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,151032,23249,95811,97992,27517,22820,20733
2025-07-01T00:00:00.000,090741,CANADIAN DOLLAR,203485,22149,85601,141514,80544,27177,24695
2025-07-01T00:00:00.000,092741,SWISS FRANC,72546,7100,30953,48322,26589,16548,14428
2025-07-01T00:00:00.000,096742,BRITISH POUND,188689,107150,75751,42773,86744,38143,25571
2025-07-01T00:00:00.000,097741,JAPANESE YEN,314251,170624,43286,94864,245721,45368,21849
2025-07-01T00:00:00.000,098662,USD INDEX,36286,16873,21155,13540,8426,3304,4136
2025-07-01T00:00:00.000,099741,EURO FX,779031,224979,117442,430913,591577,95960,42833
2025-07-01T00:00:00.000,112741,NZ DOLLAR,42303,18315,14165,14526,20290,4907,3293
2025-07-01T00:00:00.000,232741,AUSTRALIAN DOLLAR,151338,25539,95629,93083,27084,25713,21622
2025-07-08T00:00:00.000,090741,CANADIAN DOLLAR,201326,20344,91952,140689,71995,28631,25717
2025-07-08T00:00:00.000,092741,SWISS FRANC,72761,8488,30684,48057,27280,16140,14721
2025-07-08T00:00:00.000,096742,BRITISH POUND,191557,108019,74825,45495,89037,36635,26287
2025-07-08T00:00:00.000,097741,JAPANESE YEN,308621,166192,50037,96636,225316,40895,28370
2025-07-08T00:00:00.000,098662,USD INDEX,35076,16208,20194,13063,8301,3233,4009
2025-07-08T00:00:00.000,099741,EURO FX,805847,241125,120529,439953,617376,99367,42540
2025-07-08T00:00:00.000,112741,NZ DOLLAR,43037,18984,14063,14023,20962,5419,3401
2025-07-08T00:00:00.000,232741,AUSTRALIAN DOLLAR,153390,23272,97586,95712,27567,26168,19999
2025-07-15T00:00:00.000,090741,CANADIAN DOLLAR,202720,21924,96018,141093,68327,27836,26508
2025-07-15T00:00:00.000,092741,SWISS FRANC,74255,9959,32596,49559,26543,14677,15056
2025-07-15T00:00:00.000,096742,BRITISH POUND,187275,100980,71789,49932,87413,34471,26181
2025-07-15T00:00:00.000,097741,JAPANESE YEN,321350,165444,61862,108744,219590,43283,36019
2025-07-15T00:00:00.000,098662,USD INDEX,35177,16262,19927,13186,8764,3065,3822
2025-07-15T00:00:00.000,099741,EURO FX,820440,242096,113875,451525,635740,97608,41614
2025-07-15T00:00:00.000,112741,NZ DOLLAR,41959,16623,12988,16041,20044,4429,4061
2025-07-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,150487,21233,96152,97063,24535,24040,21649
2025-07-22T00:00:00.000,090741,CANADIAN DOLLAR,200895,23086,93429,140760,69250,23647,24814
2025-07-22T00:00:00.000,092741,SWISS FRANC,75681,8087,34152,52184,25753,15305,15671
2025-07-22T00:00:00.000,096742,BRITISH POUND,195467,93760,93190,67928,73667,32179,27010
2025-07-22T00:00:00.000,097741,JAPANESE YEN,313040,164411,57766,101532,218892,43676,32961
2025-07-22T00:00:00.000,098662,USD INDEX,35725,16925,20376,13234,9246,2946,3483
2025-07-22T00:00:00.000,099741,EURO FX,843447,248380,122865,469100,646813,96216,44018
2025-07-22T00:00:00.000,112741,NZ DOLLAR,44100,11955,15117,22656,19365,4276,4405
2025-07-22T00:00:00.000,232741,AUSTRALIAN DOLLAR,161394,25066,106321,105142,27801,23352,19438
2025-07-29T00:00:00.000,090741,CANADIAN DOLLAR,201852,20884,97317,143816,66528,23824,24679
2025-07-29T00:00:00.000,092741,SWISS FRANC,76905,9023,33057,54734,26444,13021,17277
2025-07-29T00:00:00.000,096742,BRITISH POUND,207879,87799,99827,88729,75405,29296,30592
