report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2006-10-10T00:00:00.000,090741,CANADIAN DOLLAR,91193,34272,32413,26819,37285,28752,20145
2006-10-10T00:00:00.000,092741,SWISS FRANC,95979,8870,69290,77960,4329,9149,22360
2006-10-10T00:00:00.000,096742,BRITISH POUND,101848,44433,24598,29949,59055,27158,17887
2006-10-10T00:00:00.000,097741,JAPANESE YEN,267803,50595,174193,182858,53712,33926,39474
2006-10-10T00:00:00.000,098662,USD INDEX,30911,19053,7823,5704,17939,3240,2235
2006-10-10T00:00:00.000,099741,EURO FX,150795,69105,32577,27412,77236,51464,38168
2006-10-10T00:00:00.000,112741,NZ DOLLAR,15750,11656,1547,2392,13392,1702,811
2006-10-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,65437,43831,8581,3157,47002,18433,9838
2006-10-17T00:00:00.000,090741,CANADIAN DOLLAR,110173,26833,51331,53383,32888,28564,24561
2006-10-17T00:00:00.000,092741,SWISS FRANC,105046,10504,77712,87178,3826,7364,23508
2006-10-17T00:00:00.000,096742,BRITISH POUND,108510,56447,23142,26843,66137,25220,19231
2006-10-17T00:00:00.000,097741,JAPANESE YEN,261575,53173,165751,173899,58427,34092,36986
2006-10-17T00:00:00.000,098662,USD INDEX,36745,24649,8001,6282,24467,3399,1862
2006-10-17T00:00:00.000,099741,EURO FX,154610,69850,43258,32824,67746,49391,41061
2006-10-17T00:00:00.000,112741,NZ DOLLAR,19759,15075,1273,2503,17233,2181,1253
2006-10-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,74025,49027,9338,4191,56534,20807,8153
2006-10-24T00:00:00.000,090741,CANADIAN DOLLAR,100203,24985,39218,45246,37415,28879,22477
2006-10-24T00:00:00.000,092741,SWISS FRANC,107816,9331,79554,89954,3969,8531,24293
2006-10-24T00:00:00.000,096742,BRITISH POUND,101676,56205,19040,21300,65613,23603,16455
2006-10-24T00:00:00.000,097741,JAPANESE YEN,282998,50401,187691,195865,57498,35694,36771
2006-10-24T00:00:00.000,098662,USD INDEX,33789,21741,7513,5855,21682,3652,2053
2006-10-24T00:00:00.000,099741,EURO FX,158034,70934,43783,38127,70020,46089,41347
2006-10-24T00:00:00.000,112741,NZ DOLLAR,21403,16443,1208,2831,18817,2129,1378
2006-10-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,87502,61738,5314,2506,72762,23258,9426
2006-10-31T00:00:00.000,090741,CANADIAN DOLLAR,104350,23818,47496,50020,33744,29081,21679
2006-10-31T00:00:00.000,092741,SWISS FRANC,89968,11230,58299,68592,11763,10146,19906
2006-10-31T00:00:00.000,096742,BRITISH POUND,126678,80509,20645,16971,85465,29025,20395
2006-10-31T00:00:00.000,097741,JAPANESE YEN,226607,46776,106376,139703,87349,38380,31134
2006-10-31T00:00:00.000,098662,USD INDEX,32961,11910,8172,15248,18825,2832,2993
2006-10-31T00:00:00.000,099741,EURO FX,162230,84563,24515,24644,102923,49545,31314
2006-10-31T00:00:00.000,112741,NZ DOLLAR,18440,13531,1274,2838,16046,2071,1120
2006-10-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,107657,78430,7077,2322,89841,26642,10476
2006-11-07T00:00:00.000,090741,CANADIAN DOLLAR,103426,24999,45341,48484,36062,28836,20916
2006-11-07T00:00:00.000,092741,SWISS FRANC,103184,14326,70027,77233,13343,11625,19814
2006-11-07T00:00:00.000,096742,BRITISH POUND,152030,104189,19909,16385,113267,31288,18686
2006-11-07T00:00:00.000,097741,JAPANESE YEN,229063,48102,111614,141299,85210,37244,29821
2006-11-07T00:00:00.000,098662,USD INDEX,34478,12826,10235,15780,17652,2391,3110
2006-11-07T00:00:00.000,099741,EURO FX,178237,96738,27813,25137,119259,53018,27821
2006-11-07T00:00:00.000,112741,NZ DOLLAR,18916,14371,452,2362,17477,2183,987
2006-11-07T00:00:00.000,232741,AUSTRALIAN DOLLAR,123491,94014,8399,832,105593,28645,9499
2006-11-14T00:00:00.000,090741,CANADIAN DOLLAR,129537,25902,73277,70328,32426,31907,22434
2006-11-14T00:00:00.000,092741,SWISS FRANC,87935,9883,52428,64464,19539,13588,15968
2006-11-14T00:00:00.000,096742,BRITISH POUND,136600,82682,20430,21104,99405,32413,16364
2006-11-14T00:00:00.000,097741,JAPANESE YEN,233573,48106,103118,144572,98891,38991,29660
2006-11-14T00:00:00.000,098662,USD INDEX,34532,12566,13312,18210,15914,1323,2873
2006-11-14T00:00:00.000,099741,EURO FX,170609,81912,21437,30625,114891,54825,31034
2006-11-14T00:00:00.000,112741,NZ DOLLAR,15514,10747,452,2945,13993,1822,1069
2006-11-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,105229,71619,6669,3090,89581,30520,8979
2006-11-21T00:00:00.000,090741,CANADIAN DOLLAR,138113,23236,82129,81123,29095,32076,25211
2006-11-21T00:00:00.000,092741,SWISS FRANC,84320,10633,49430,60086,18417,13601,16473
2006-11-21T00:00:00.000,096742,BRITISH POUND,140587,90136,21047,16559,102108,33362,16902
2006-11-21T00:00:00.000,097741,JAPANESE YEN,258327,50648,131069,168766,93687,36997,31655
2006-11-21T00:00:00.000,098662,USD INDEX,33582,12579,12049,17203,16045,1415,3103
2006-11-21T00:00:00.000,099741,EURO FX,178692,84717,19411,35293,125408,55522,30713
2006-11-21T00:00:00.000,112741,NZ DOLLAR,17654,13298,452,2201,16100,2155,1102
2006-11-21T00:00:00.000,232741,AUSTRALIAN DOLLAR,108253,75236,7775,2370,90452,30647,10026
2006-11-28T00:00:00.000,090741,CANADIAN DOLLAR,124553,26934,67216,69001,30727,26951,24943
2006-11-28T00:00:00.000,092741,SWISS FRANC,78706,21961,35864,37140,29557,19605,13285
2006-11-28T00:00:00.000,096742,BRITISH POUND,154081,101064,20438,17185,112569,35014,20256
2006-11-28T00:00:00.000,097741,JAPANESE YEN,252107,56033,97991,150874,122417,42671,29170
2006-11-28T00:00:00.000,098662,USD INDEX,37290,10311,17632,22858,12867,1828,4498
2006-11-28T00:00:00.000,099741,EURO FX,207573,107372,17778,33719,142555,61446,42204
2006-11-28T00:00:00.000,112741,NZ DOLLAR,18078,13682,759,2259,16527,2137,792
2006-11-28T00:00:00.000,232741,AUSTRALIAN DOLLAR,123916,90263,10505,1602,103506,31223,9077
2006-12-05T00:00:00.000,090741,CANADIAN DOLLAR,131624,24557,71036,77624,31126,27787,27806
2006-12-05T00:00:00.000,092741,SWISS FRANC,80908,25835,32303,28496,35368,25781,12441
2006-12-05T00:00:00.000,096742,BRITISH POUND,151959,96711,20879,17011,109218,36404,20029
2006-12-05T00:00:00.000,097741,JAPANESE YEN,268136,62344,85881,153868,150125,49023,29229
2006-12-05T00:00:00.000,098662,USD INDEX,39682,17985,21342,17903,11204,1093,4435
2006-12-05T00:00:00.000,099741,EURO FX,223733,115201,16936,34887,163201,67280,37231
2006-12-05T00:00:00.000,112741,NZ DOLLAR,19768,15427,957,2057,17707,2284,1104
2006-12-05T00:00:00.000,232741,AUSTRALIAN DOLLAR,129455,88467,13156,6613,108357,33691,7258
2006-12-12T00:00:00.000,090741,CANADIAN DOLLAR,165716,26173,78181,105049,52332,28571,29280
2006-12-12T00:00:00.000,092741,SWISS FRANC,92840,24981,34753,44970,48340,22413,9271
2006-12-12T00:00:00.000,096742,BRITISH POUND,181580,103761,24592,38842,136975,35926,16962
2006-12-12T00:00:00.000,097741,JAPANESE YEN,276919,50622,106182,177991,138635,45330,29126
2006-12-12T00:00:00.000,098662,USD INDEX,46967,12528,24955,29540,13747,1112,4478
2006-12-12T00:00:00.000,099741,EURO FX,230245,112188,15505,46473,175717,65695,33134
2006-12-12T00:00:00.000,112741,NZ DOLLAR,22265,17432,865,2634,20327,2199,1073
2006-12-12T00:00:00.000,232741,AUSTRALIAN DOLLAR,170902,92025,11111,40752,145481,33542,9727
2006-12-19T00:00:00.000,090741,CANADIAN DOLLAR,183332,27186,84578,118141,64063,35658,32344
2006-12-19T00:00:00.000,092741,SWISS FRANC,54652,18315,29153,16662,16678,19675,8821
2006-12-19T00:00:00.000,096742,BRITISH POUND,149800,98434,12836,18196,121133,32828,15489
2006-12-19T00:00:00.000,097741,JAPANESE YEN,239042,48950,141469,151142,63344,37892,33171
2006-12-19T00:00:00.000,098662,USD INDEX,30678,8708,21141,18337,3160,851,3595
2006-12-19T00:00:00.000,099741,EURO FX,194079,110993,19023,19007,144006,62558,29529
2006-12-19T00:00:00.000,112741,NZ DOLLAR,22440,19129,1240,1690,20658,1621,542
2006-12-19T00:00:00.000,232741,AUSTRALIAN DOLLAR,129934,95543,6643,3877,117463,30376,5690
2006-12-26T00:00:00.000,090741,CANADIAN DOLLAR,136963,21479,87773,89638,18964,24053,28433
2006-12-26T00:00:00.000,092741,SWISS FRANC,57050,17614,29899,22512,15569,16909,11567
2006-12-26T00:00:00.000,096742,BRITISH POUND,140289,86236,12392,20724,114599,33327,13296
2006-12-26T00:00:00.000,097741,JAPANESE YEN,262764,55629,160543,165030,65428,40448,35136
2006-12-26T00:00:00.000,098662,USD INDEX,29824,7930,20385,18267,3216,868,3464
2006-12-26T00:00:00.000,099741,EURO FX,186755,100959,20989,22399,138364,61609,25614
2006-12-26T00:00:00.000,112741,NZ DOLLAR,21961,18350,761,1785,20568,1826,632
2006-12-26T00:00:00.000,232741,AUSTRALIAN DOLLAR,128732,92051,7016,7440,115522,29241,6194
2007-01-03T00:00:00.000,090741,CANADIAN DOLLAR,148644,23583,97851,96263,18737,26893,30151
2007-01-03T00:00:00.000,092741,SWISS FRANC,64732,11280,34078,38081,18536,15195,11942
2007-01-03T00:00:00.000,096742,BRITISH POUND,137217,79060,13903,22259,105465,35508,17459
2007-01-03T00:00:00.000,097741,JAPANESE YEN,280541,54819,173411,182315,66903,41669,38489
2007-01-03T00:00:00.000,098662,USD INDEX,28542,9488,19001,15306,3308,779,3264
2007-01-03T00:00:00.000,099741,EURO FX,189612,98245,20789,26506,136076,63713,31599
2007-01-03T00:00:00.000,112741,NZ DOLLAR,22855,19054,702,1894,21111,1907,1042
2007-01-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,132225,97410,8587,5058,115664,29757,7974
2007-01-09T00:00:00.000,090741,CANADIAN DOLLAR,155922,20637,105543,105129,18080,28165,30308
2007-01-09T00:00:00.000,092741,SWISS FRANC,80925,7698,48069,60189,17343,12795,15270
2007-01-09T00:00:00.000,096742,BRITISH POUND,132731,69319,10666,27593,101064,35326,20508
2007-01-09T00:00:00.000,097741,JAPANESE YEN,287999,54341,177684,182880,66875,48303,40965
2007-01-09T00:00:00.000,098662,USD INDEX,25856,11948,15254,9824,4987,1034,2565
2007-01-09T00:00:00.000,099741,EURO FX,183293,93415,18243,28061,132400,60487,31320
2007-01-09T00:00:00.000,112741,NZ DOLLAR,20440,15283,665,3300,18804,1857,971
2007-01-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,116268,61978,12100,26843,94404,26676,8993
2007-01-16T00:00:00.000,090741,CANADIAN DOLLAR,152438,22030,100997,99999,20027,28348,29353
2007-01-16T00:00:00.000,092741,SWISS FRANC,83803,6476,48724,65958,14769,11333,20274
2007-01-16T00:00:00.000,096742,BRITISH POUND,150691,96664,12346,16121,117006,37631,21064
2007-01-16T00:00:00.000,097741,JAPANESE YEN,308740,56031,194177,206149,69822,44572,42753
2007-01-16T00:00:00.000,098662,USD INDEX,21111,12064,9892,4744,6087,1712,2541
2007-01-16T00:00:00.000,099741,EURO FX,164594,67482,13940,31321,108505,63758,40116
2007-01-16T00:00:00.000,112741,NZ DOLLAR,19988,14032,631,4173,18429,1783,928
2007-01-16T00:00:00.000,232741,AUSTRALIAN DOLLAR,121645,73505,6749,17498,103896,30610,10968
2007-01-23T00:00:00.000,090741,CANADIAN DOLLAR,152395,22471,100328,98006,20880,29810,29079
2007-01-23T00:00:00.000,092741,SWISS FRANC,83065,5290,49371,67899,15298,9840,18360
2007-01-23T00:00:00.000,096742,BRITISH POUND,163961,109941,15213,15408,127877,38612,20871
2007-01-23T00:00:00.000,097741,JAPANESE YEN,344998,52200,217060,246414,85624,44598,40528
2007-01-23T00:00:00.000,098662,USD INDEX,21969,12048,10666,5699,6222,1622,2481
2007-01-23T00:00:00.000,099741,EURO FX,169518,77516,16506,34954,115543,55255,35676
2007-01-23T00:00:00.000,112741,NZ DOLLAR,18687,11450,1255,4745,16429,2492,1003
2007-01-23T00:00:00.000,232741,AUSTRALIAN DOLLAR,127566,86840,9592,11257,108961,29469,9013
2007-01-30T00:00:00.000,090741,CANADIAN DOLLAR,146376,21650,92526,93856,22340,28461,29101
2007-01-30T00:00:00.000,092741,SWISS FRANC,99642,5819,65399,83755,15658,9987,18504
2007-01-30T00:00:00.000,096742,BRITISH POUND,146660,87825,10898,22685,113545,36126,22193
2007-01-30T00:00:00.000,097741,JAPANESE YEN,344070,42579,215584,255656,87884,44130,38897
2007-01-30T00:00:00.000,098662,USD INDEX,22227,14049,9025,4001,8293,1831,2563
2007-01-30T00:00:00.000,099741,EURO FX,174218,85505,22926,34053,112355,53135,37412
2007-01-30T00:00:00.000,112741,NZ DOLLAR,18000,8758,637,7489,16413,1753,950
2007-01-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,116294,70120,5915,18993,98520,26464,11142
2007-02-06T00:00:00.000,090741,CANADIAN DOLLAR,154591,18927,99573,100689,23605,32033,28471
2007-02-06T00:00:00.000,092741,SWISS FRANC,93536,9393,52318,74703,23721,9359,17416
2007-02-06T00:00:00.000,096742,BRITISH POUND,162238,106463,13735,20125,127221,35166,20798
2007-02-06T00:00:00.000,097741,JAPANESE YEN,314920,41025,169551,230123,107247,41842,36192
2007-02-06T00:00:00.000,098662,USD INDEX,24626,14751,11056,5794,8433,1414,2470
2007-02-06T00:00:00.000,099741,EURO FX,182666,74223,28893,51936,117568,54569,34267
2007-02-06T00:00:00.000,112741,NZ DOLLAR,18326,10592,471,5773,16837,1961,1018
2007-02-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,117781,70813,9568,23375,96725,22873,10768
2007-02-13T00:00:00.000,090741,CANADIAN DOLLAR,140722,19930,76625,88942,32475,29666,29438
2007-02-13T00:00:00.000,092741,SWISS FRANC,107988,6693,70099,91264,17941,9912,19829
2007-02-13T00:00:00.000,096742,BRITISH POUND,150695,66582,17984,48283,108402,35326,23805
2007-02-13T00:00:00.000,097741,JAPANESE YEN,361809,43467,210972,269569,109947,47191,39308
2007-02-13T00:00:00.000,098662,USD INDEX,25207,14240,10217,6327,9731,1956,2575
2007-02-13T00:00:00.000,099741,EURO FX,187086,105371,21576,26385,132507,53662,31335
2007-02-13T00:00:00.000,112741,NZ DOLLAR,19219,12894,421,4378,17707,1947,1091
2007-02-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,115145,69996,5128,20776,98159,24320,11805
2007-02-20T00:00:00.000,090741,CANADIAN DOLLAR,141561,17005,82431,91971,28388,30210,28367
2007-02-20T00:00:00.000,092741,SWISS FRANC,100274,5525,61078,81011,22726,13485,16217
2007-02-20T00:00:00.000,096742,BRITISH POUND,147702,74776,15623,39292,109087,33615,22973
2007-02-20T00:00:00.000,097741,JAPANESE YEN,332216,42286,158481,237985,135354,49699,36135
2007-02-20T00:00:00.000,098662,USD INDEX,29787,14479,17451,10955,6150,1365,3198
2007-02-20T00:00:00.000,099741,EURO FX,202370,117811,18485,27304,150840,55060,30850
2007-02-20T00:00:00.000,112741,NZ DOLLAR,21969,16240,372,3363,20441,2366,1156
2007-02-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,123639,76535,6918,19611,105158,27474,11544
2007-02-27T00:00:00.000,090741,CANADIAN DOLLAR,137776,17563,73987,87030,32646,30518,28478
2007-02-27T00:00:00.000,092741,SWISS FRANC,103378,15823,60508,68318,26010,19230,16853
2007-02-27T00:00:00.000,096742,BRITISH POUND,160234,88313,20285,32722,115740,38965,23975
2007-02-27T00:00:00.000,097741,JAPANESE YEN,328295,39383,154009,236369,133677,49723,37789
2007-02-27T00:00:00.000,098662,USD INDEX,32784,11334,20717,17472,5341,998,3746
2007-02-27T00:00:00.000,099741,EURO FX,221471,123508,20910,33476,165096,61749,32727
2007-02-27T00:00:00.000,112741,NZ DOLLAR,22779,16798,292,3423,21024,2558,1463
2007-02-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,140036,92669,9594,16207,118486,31137,11933
2007-03-06T00:00:00.000,090741,CANADIAN DOLLAR,156871,21585,96510,103674,31004,28643,26388
2007-03-06T00:00:00.000,092741,SWISS FRANC,83320,16859,38726,48582,32079,17739,12375
2007-03-06T00:00:00.000,096742,BRITISH POUND,152524,57219,29826,65622,101299,29100,20816
2007-03-06T00:00:00.000,097741,JAPANESE YEN,278491,30479,93365,202412,146414,40448,33560
2007-03-06T00:00:00.000,098662,USD INDEX,29328,10795,19455,14521,3541,1103,3423
2007-03-06T00:00:00.000,099741,EURO FX,201319,107164,18485,36846,152682,54986,27829
2007-03-06T00:00:00.000,112741,NZ DOLLAR,21159,14404,115,4468,19240,2182,1699
2007-03-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,120959,45971,18961,49184,89906,24452,10740
2007-03-13T00:00:00.000,090741,CANADIAN DOLLAR,159619,15758,89897,110907,35249,26820,28339
2007-03-13T00:00:00.000,092741,SWISS FRANC,88190,15012,39903,54571,34412,17299,12567
2007-03-13T00:00:00.000,096742,BRITISH POUND,160560,49742,29339,79416,107339,29000,21480
2007-03-13T00:00:00.000,097741,JAPANESE YEN,281602,38194,91047,185748,143512,52373,41756
2007-03-13T00:00:00.000,098662,USD INDEX,34213,9524,15536,20536,12309,1158,3373
2007-03-13T00:00:00.000,099741,EURO FX,216699,113009,16854,44465,167858,56911,29673
2007-03-13T00:00:00.000,112741,NZ DOLLAR,23442,15091,329,6233,21442,1937,1490
2007-03-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,132184,52719,4612,52390,112672,24170,11995
2007-03-20T00:00:00.000,090741,CANADIAN DOLLAR,161700,21021,72174,107201,42555,25900,39393
2007-03-20T00:00:00.000,092741,SWISS FRANC,53302,16020,31022,16321,7890,20961,14390
2007-03-20T00:00:00.000,096742,BRITISH POUND,111646,66091,19962,18174,71481,27381,20203
2007-03-20T00:00:00.000,097741,JAPANESE YEN,176550,34269,84222,98301,63646,42036,26738
2007-03-20T00:00:00.000,098662,USD INDEX,28672,7718,19276,17735,3593,670,3254
2007-03-20T00:00:00.000,099741,EURO FX,182591,106188,18232,18674,135405,57108,28333
2007-03-20T00:00:00.000,112741,NZ DOLLAR,23099,19735,879,1806,20532,1558,1688
2007-03-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,104097,71585,8420,3550,83267,27027,10475
2007-03-27T00:00:00.000,090741,CANADIAN DOLLAR,114484,24613,56595,60928,28841,26932,27037
2007-03-27T00:00:00.000,092741,SWISS FRANC,52720,18597,30156,17102,11763,17021,10801
2007-03-27T00:00:00.000,096742,BRITISH POUND,111802,63269,20691,17817,73446,30716,17665
2007-03-27T00:00:00.000,097741,JAPANESE YEN,204073,37765,85245,125945,87199,37883,29149
2007-03-27T00:00:00.000,098662,USD INDEX,28790,8306,18896,17318,3866,917,3779
2007-03-27T00:00:00.000,099741,EURO FX,192918,116347,22606,19438,138232,56479,31426
2007-03-27T00:00:00.000,112741,NZ DOLLAR,27611,23824,1036,2017,24524,1770,2051
2007-03-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,120220,88508,7911,3580,100030,26870,11017
2007-04-03T00:00:00.000,090741,CANADIAN DOLLAR,113096,22068,57233,59240,29139,29556,24492
2007-04-03T00:00:00.000,092741,SWISS FRANC,57666,10294,37559,29494,8277,17878,11830
2007-04-03T00:00:00.000,096742,BRITISH POUND,122932,73343,17500,18437,84038,31087,21329
2007-04-03T00:00:00.000,097741,JAPANESE YEN,221748,36845,100703,140812,81355,41714,37313
2007-04-03T00:00:00.000,098662,USD INDEX,30160,9539,20181,17463,4331,1124,3614
2007-04-03T00:00:00.000,099741,EURO FX,198368,118379,23301,18325,143338,61004,31069
2007-04-03T00:00:00.000,112741,NZ DOLLAR,27025,23361,836,1912,24441,1752,1748
2007-04-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,121869,87803,5972,4459,103094,28317,11513
2007-04-10T00:00:00.000,090741,CANADIAN DOLLAR,110266,23062,38626,56080,43876,28395,25035
2007-04-10T00:00:00.000,092741,SWISS FRANC,58718,13453,36659,31840,10012,13413,12035
2007-04-10T00:00:00.000,096742,BRITISH POUND,120468,70095,21678,22147,77490,28102,21176
2007-04-10T00:00:00.000,097741,JAPANESE YEN,230370,42718,107559,141946,82979,43034,37160
2007-04-10T00:00:00.000,098662,USD INDEX,31100,8814,20630,18833,4331,1405,4091
2007-04-10T00:00:00.000,099741,EURO FX,212087,126947,22553,22579,152751,61695,35917
2007-04-10T00:00:00.000,112741,NZ DOLLAR,25383,21068,1001,1916,22835,2399,1547
2007-04-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,117562,80577,6222,5038,95867,30607,14133
2007-04-17T00:00:00.000,090741,CANADIAN DOLLAR,114610,25549,41540,56053,45950,29827,23939
2007-04-17T00:00:00.000,092741,SWISS FRANC,67565,17907,40279,32831,15524,16585,11520
2007-04-17T00:00:00.000,096742,BRITISH POUND,134953,83429,23762,18904,85161,32251,25661
2007-04-17T00:00:00.000,097741,JAPANESE YEN,234796,43281,113800,150691,83251,39941,36862
2007-04-17T00:00:00.000,098662,USD INDEX,33602,9615,23155,20671,4156,1225,4200
2007-04-17T00:00:00.000,099741,EURO FX,217447,129044,22274,22960,158914,64702,35518
2007-04-17T00:00:00.000,112741,NZ DOLLAR,28672,24198,1101,1772,25992,2702,1579
2007-04-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,123468,88724,10407,4980,100022,29505,12780
2007-04-24T00:00:00.000,090741,CANADIAN DOLLAR,121786,39017,40648,48384,54708,31344,23389
2007-04-24T00:00:00.000,092741,SWISS FRANC,77956,23229,40080,36288,24841,18209,12805
2007-04-24T00:00:00.000,096742,BRITISH POUND,148006,95965,25899,19622,99196,32274,22766
2007-04-24T00:00:00.000,097741,JAPANESE YEN,235531,37900,119672,158243,82310,38579,32740
2007-04-24T00:00:00.000,098662,USD INDEX,39208,9905,29463,25704,3727,1459,3878
2007-04-24T00:00:00.000,099741,EURO FX,232312,137322,26040,26774,166155,67364,39265
2007-04-24T00:00:00.000,112741,NZ DOLLAR,28091,22801,1698,2184,24689,3106,1704
2007-04-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,123137,85191,8714,7331,101405,30615,13018
2007-05-01T00:00:00.000,090741,CANADIAN DOLLAR,138029,52582,43731,49392,67864,33182,23561
2007-05-01T00:00:00.000,092741,SWISS FRANC,79989,16669,47839,46332,19270,16334,12226
2007-05-01T00:00:00.000,096742,BRITISH POUND,144051,88457,24464,22501,97649,33011,21856
2007-05-01T00:00:00.000,097741,JAPANESE YEN,279868,47618,166400,188716,78461,42721,34194
2007-05-01T00:00:00.000,098662,USD INDEX,40972,9333,30459,27911,4531,1634,3888
2007-05-01T00:00:00.000,099741,EURO FX,235249,135399,28711,31403,166590,67391,38892
2007-05-01T00:00:00.000,112741,NZ DOLLAR,25253,18777,1254,3592,22385,2884,1614
2007-05-01T00:00:00.000,232741,AUSTRALIAN DOLLAR,107911,72663,8818,6652,86586,28596,12507
2007-05-08T00:00:00.000,090741,CANADIAN DOLLAR,146311,65117,47298,46655,72121,31837,24190
2007-05-08T00:00:00.000,092741,SWISS FRANC,81736,14860,49212,51567,17780,14687,14122
2007-05-08T00:00:00.000,096742,BRITISH POUND,134140,74982,22985,26075,91768,33027,19331
2007-05-08T00:00:00.000,097741,JAPANESE YEN,284780,51213,163472,190671,84855,41494,35051
2007-05-08T00:00:00.000,098662,USD INDEX,36084,8010,26890,23978,3674,971,2395
2007-05-08T00:00:00.000,099741,EURO FX,223364,130342,25072,30399,160424,60551,35796
2007-05-08T00:00:00.000,112741,NZ DOLLAR,23617,16416,1161,4251,20934,2950,1522
2007-05-08T00:00:00.000,232741,AUSTRALIAN DOLLAR,114679,81980,8354,5933,92016,26423,13966
2007-05-15T00:00:00.000,090741,CANADIAN DOLLAR,168888,82619,39522,50330,102977,34581,25031
2007-05-15T00:00:00.000,092741,SWISS FRANC,81328,17093,51838,51673,14385,12080,14623
2007-05-15T00:00:00.000,096742,BRITISH POUND,126092,64011,22933,32792,82193,29016,20693
2007-05-15T00:00:00.000,097741,JAPANESE YEN,297263,46650,174546,204220,85983,44958,35299
2007-05-15T00:00:00.000,098662,USD INDEX,34833,7883,25833,22796,3599,2027,3274
2007-05-15T00:00:00.000,099741,EURO FX,236773,146922,27384,28486,170028,58771,36767
2007-05-15T00:00:00.000,112741,NZ DOLLAR,26331,20095,856,3430,23794,2800,1675
2007-05-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,114784,83700,8562,4597,94056,26113,11792
2007-05-22T00:00:00.000,090741,CANADIAN DOLLAR,172032,83891,44924,51326,99885,34621,25029
2007-05-22T00:00:00.000,092741,SWISS FRANC,100303,9372,75241,79682,5471,11087,19429
2007-05-22T00:00:00.000,096742,BRITISH POUND,122261,56493,21155,35585,82060,30173,19036
2007-05-22T00:00:00.000,097741,JAPANESE YEN,326431,52301,204047,230085,83736,42538,37141
2007-05-22T00:00:00.000,098662,USD INDEX,30861,5854,22077,20479,3606,2281,2931
2007-05-22T00:00:00.000,099741,EURO FX,218897,126860,31573,35859,145736,53046,38456
2007-05-22T00:00:00.000,112741,NZ DOLLAR,24381,16607,800,5054,21951,2714,1624
2007-05-22T00:00:00.000,232741,AUSTRALIAN DOLLAR,103300,66861,19561,10057,71475,25787,11669
2007-05-29T00:00:00.000,090741,CANADIAN DOLLAR,186775,92150,40130,53283,117771,38985,26517
2007-05-29T00:00:00.000,092741,SWISS FRANC,97517,9644,68852,76951,7259,10910,21394
2007-05-29T00:00:00.000,096742,BRITISH POUND,129528,69948,22538,27631,87821,31898,19118
2007-05-29T00:00:00.000,097741,JAPANESE YEN,319048,51301,197544,222725,83306,43830,37006
2007-05-29T00:00:00.000,098662,USD INDEX,31076,6263,22322,20410,3641,2066,2776
2007-05-29T00:00:00.000,099741,EURO FX,213871,124206,29887,30545,146256,56153,34761
2007-05-29T00:00:00.000,112741,NZ DOLLAR,23796,15707,796,5598,21530,2485,1464
2007-05-29T00:00:00.000,232741,AUSTRALIAN DOLLAR,97790,61546,22208,10925,62351,24724,12636
2007-06-05T00:00:00.000,090741,CANADIAN DOLLAR,184722,85481,41623,60498,113313,35972,27015
2007-06-05T00:00:00.000,092741,SWISS FRANC,99547,11536,69788,76290,9178,11196,20056
2007-06-05T00:00:00.000,096742,BRITISH POUND,142314,85999,24139,22388,97239,33413,20422
2007-06-05T00:00:00.000,097741,JAPANESE YEN,311288,53781,177787,209829,97812,46581,34592
2007-06-05T00:00:00.000,098662,USD INDEX,27472,4869,19400,18330,2617,1828,3010
2007-06-05T00:00:00.000,099741,EURO FX,214948,119341,34376,33497,136957,59381,40886
2007-06-05T00:00:00.000,112741,NZ DOLLAR,27528,21210,1292,3823,24816,2489,1414
2007-06-05T00:00:00.000,232741,AUSTRALIAN DOLLAR,122120,85106,7850,6599,101954,30017,11918
2007-06-12T00:00:00.000,090741,CANADIAN DOLLAR,232090,98404,36399,95888,165135,33673,26431
2007-06-12T00:00:00.000,092741,SWISS FRANC,155140,10341,89522,131863,43904,11862,20640
2007-06-12T00:00:00.000,096742,BRITISH POUND,133395,63644,24227,39569,84461,26427,20952
2007-06-12T00:00:00.000,097741,JAPANESE YEN,380532,48791,176353,279030,162878,50620,39210
