,USD,GBP,JPY,CAD,EUR,AUD,NZD
1977-10-01 00:00:00+00:00,0.5376344011,8.111449386483915,8.644860415324661,-0.1562500142,,,
1977-11-01 00:00:00+00:00,0.7130124679,8.958182830747784,8.314085673626415,2.0344287889,,,
1977-12-01 00:00:00+00:00,0.707964592,9.440254399615423,7.517077569322916,0.4601227038,,,
1978-01-01 00:00:00+00:00,0.5272408011,11.462208562264586,7.499993161931839,0.3053435393,,,
1978-02-01 00:00:00+00:00,0.5244755172,11.032914125404547,6.756743936420517,0.4566209716,,,
1978-03-01 00:00:00+00:00,1.3913043286,11.685146071812147,7.847553951188546,0.3030303307,,,
1978-04-01 00:00:00+00:00,0.514579787,12.267346671793788,7.333326944382468,0.6042295883,,,
1978-05-01 00:00:00+00:00,0.3412969236,13.000772900246638,7.522119083041279,0.9009009095,,,
1978-06-01 00:00:00+00:00,0.8503401243,14.441905813530065,6.7833590463294735,0.0,,,
1978-07-01 00:00:00+00:00,0.5059021853,14.566521063152438,5.21739092517326,0.8928571513,,,
1978-08-01 00:00:00+00:00,0.8389261964,16.30867916240142,6.345718731277605,0.4424778803,,,
1978-09-01 00:00:00+00:00,0.8319467438,15.715168553995596,4.956894036233828,0.0,,,
1978-10-01 00:00:00+00:00,0.4950494981,15.690730580421608,3.440866847824342,0.4405286385,,,
1978-11-01 00:00:00+00:00,0.985221694,16.11283837985884,6.183354963399967,1.9005847891,,,
1978-12-01 00:00:00+00:00,0.8130081188,16.927624767517568,5.720343889952839,0.5738880738,,,
1979-01-01 00:00:00+00:00,0.9677419221,13.421443966402569,6.553922994654227,0.4279600611,,,
1979-02-01 00:00:00+00:00,0.7987220656,14.876044305405344,5.063290603580239,0.0,,,
1979-03-01 00:00:00+00:00,0.7923930159,12.303311639446534,4.573800065554456,1.5625000033,,,
1979-04-01 00:00:00+00:00,0.628930809,14.688146357095011,6.004149126870639,0.4195804236,,,
1979-05-01 00:00:00+00:00,0.7812500204,16.175509585274185,6.172849187327922,0.835654604,,,
1979-06-01 00:00:00+00:00,-0.3100775151,14.066885129234198,5.5327912650889655,1.1049723748,,,
1979-07-01 00:00:00+00:00,1.3996889385,15.757672639707776,7.231423453829788,0.8196721054,,,
1979-08-01 00:00:00+00:00,0.6134969241,17.27692327146886,7.201643627785015,0.406504069,,,
1979-09-01 00:00:00+00:00,0.4573170973,16.631229857851594,6.160173827910631,0.5398110823,,,
1979-10-01 00:00:00+00:00,0.6069802647,13.14806171172409,14.553007790639372,0.4026845676,,,
1979-11-01 00:00:00+00:00,0.603318242,11.50600281908476,6.62652046101142,1.2032085347,,,
1979-12-01 00:00:00+00:00,0.5997001715,16.36602719177276,6.813623105914446,1.0568031698,,,
1980-01-01 00:00:00+00:00,0.4470938835,18.975987251149927,5.753955501146879,0.5228758327,,,
1980-02-01 00:00:00+00:00,0.8902077028,18.988537484786285,8.433744159973667,0.1300390235,,,
